,key,key confidence,duration,hotness,energy,loudness,tempo,mode,mode_confidence,danceability,year,album,artist name,title
4822,10,0.0,298.05669,0.4073442880394374,0.0,-4.304,180.974,0,0.288,0.0,0,One Night In Madrid,Jeff Scott Soto,Colour My XTC
4823,6,0.445,47.28118,0.411495406281723,0.0,-8.878,64.101,0,0.54,0.0,2009,Lovebites,Super700,The Other Side
4824,9,0.717,309.49832,0.31030914866795456,0.0,-7.821,115.072,1,0.704,0.0,2006,Kinavana,Kékélé,Yo Odeconer
4825,2,0.152,227.39546,0.33899997919312697,0.0,-8.811,121.832,1,0.278,0.0,1999,La Ballade Des Gens Heureux,Gerard Lenorman,Voici Les Clés
4826,0,0.191,173.19138,0.3323241784354463,0.0,-13.029,100.009,1,0.479,0.0,0,Rochereau_ Sam Mangwana & l'African Fiesta National,Tabu Ley Rochereau,Kassoule
4827,2,0.048,60.21179,0.4496026559738531,0.0,-7.459,87.599,1,0.457,0.0,2002,Aziatic,AZ,Aziatic (Outro)
4828,2,0.674,130.63791,0.6011860594553833,0.0,-13.143,87.657,1,0.659,0.0,1982,London Calling / Combat Rock,The Clash,Inoculated City
4829,5,0.615,230.37342,0.30225568919145124,0.0,-8.634,109.001,1,0.305,0.0,1992,Wendy Moten,Wendy Moten,Make This Love Last
4830,5,0.054,251.402,0.45798167407037055,0.0,-10.062,127.27,0,0.325,0.0,2001,Reggae Salute,Black History,Problem Inna the System
4831,10,0.542,233.11628,0.3258985358546909,0.0,-9.443,127.989,0,0.585,0.0,0,La fin de l'éternité,Melatonin,Le complexe de Sisyphe
4832,0,0.535,147.40853,0.3485268895981834,0.0,-13.051,168.34,1,0.588,0.0,0,He Holds the Keys,Steve Green,Honor The Lord (He Holds The Keys Album Version)
4833,7,0.399,60.13342,0.6389063767175533,0.0,-20.11,65.61,1,0.473,0.0,0,Ummagumma,Pink Floyd,The Grand Vizier's Garden Party (Entrance) (1994 Digital Remaster)
4834,2,0.049,393.89995,0.3706204016128975,0.0,-7.736,135.39,1,0.367,0.0,1995,The Cold Earth Slept Below,Judas Iscariot,Babylon
4835,0,0.667,229.0673,0.7529278904005542,0.0,-6.947,101.43,1,0.799,0.0,1998,Cosas Del Amor,Enrique Iglesias,Dicen Por Ahi
4836,3,0.0,156.21179,0.3977756543226217,0.0,-11.375,42.086,1,0.0,0.0,0,Country Lovers_ Vol. 2,Eddy Arnold,Enclosed_ One Broken Heart
4837,2,0.59,194.82077,0.26712486735047014,0.0,-9.865,123.249,1,0.457,0.0,0,Les Increvable N2,André Verchuren,Jalousie
4838,9,0.058,271.5424,0.40913486879748406,0.0,-8.227,91.775,1,0.338,0.0,0,Black & White Vol. 2: Reggae Classics,Johnny Osbourne,Turn Me On
4839,0,0.002,267.36281,0.3824265842017741,0.0,-9.752,118.975,1,0.243,0.0,2005,40 Frauen / Im September,Andreas Dorau,Du Verstehst Mich Nicht
4840,8,0.424,270.31465,0.6002824907473767,0.0,-1.031,183.486,1,0.534,0.0,0,The Roots,The Roots,100% Dundee
4841,8,0.539,182.9873,0.24945364941116577,0.0,-16.008,79.821,1,0.64,0.0,0,Classic Years of The Merry Macs,The Merry Macs,Breezin' Along With the Breeze
4842,2,0.013,278.36036,0.2817246730198987,0.0,-12.796,123.013,1,0.333,0.0,2002,Xtreme Control EP,Ashtrax,Future Traffic Song
4843,11,0.381,239.72526,0.5425339931632684,0.0,-7.722,129.986,0,0.311,0.0,0,Southern Slang,D.O.W.N.,I Don't Give a F**k
4844,5,0.297,176.5873,0.2386963500981182,0.0,-10.317,103.166,1,0.281,0.0,2001,A Man And His Music  - El Inolvidable,Tito Rodriguez,Mango Del Monte
4845,6,0.769,385.35791,0.4639000947923324,0.0,-11.804,150.037,0,0.636,0.0,0,Attack - The Remixes Part 1,SNAP!,The First The Last Eternity (Till The End) (feat. Summer) (GDC Mix)
4846,0,0.828,330.1873,0.2554103094339133,0.0,-10.454,176.02,1,0.724,0.0,0,Imperial Hearts,California Oranges,Feel Better
4847,11,0.002,296.30649,0.41938734245078574,0.0,-12.712,166.891,1,0.209,0.0,0,Music Guide - Athens,Anna Vissi,Den Me Agapas
4848,6,0.632,163.81342,0.45755390983649336,0.0,-4.563,227.25,0,0.725,0.0,2002,Dissimulate,The Berzerker,Compromise
4849,10,0.018,288.80934,0.0,0.0,-13.892,61.198,1,0.407,0.0,0,Never Been Better,Ada Jane,The Queen's Treatment
4850,2,0.253,242.83383,0.34054407953708243,0.0,-19.173,75.297,1,0.483,0.0,1994,Encounter,Flora Purim,Tomara (I Wish)
4851,5,0.125,155.8722,0.0,0.0,-10.369,45.13,1,0.17,0.0,1995,Unsettled Scores,Virgil Moorefield,Get Moose and Squirrel
4852,5,0.414,239.93424,0.34593570218633163,0.0,-5.141,163.006,0,0.557,0.0,0,Frozen Dreams,Ice_ Lucky Luciano_ Filero,Slab Ridaz (feat. Lucky Luciano & Filero)
4853,0,0.95,198.84363,0.3843277162876662,0.0,-11.29,99.572,1,0.649,0.0,0,Carnival Of Excess : Limited Edition - Original Mixes,GG Allin,Outskirts Of Life
4854,7,0.686,273.00526,0.2156159506538005,0.0,-14.948,93.553,1,0.688,0.0,0,Early Works,Dallas Holm,A Broken Heart
4855,1,0.432,57.57342,0.47267074105300666,0.0,-7.495,105.532,0,0.32,0.0,0,The Art of War Volume 4,Styles P,Styles P Speaks (Interlude)
4856,7,0.723,210.23302,0.528614974324017,0.0,-6.647,69.555,1,0.272,0.0,0,Westside Story Remix feat. Snoop Dogg & 50 Cent,The Game feat. Jim Jones Camron & Bezell,Certified Gangstas (featuring Jim Jones Camron & Bezell)
4857,0,0.878,435.3824,0.503362447997378,0.0,-11.231,128.607,1,0.71,0.0,0,Themes - Volume 3,Simple Minds,Sanctify Yourself (Extended Remix)
4858,4,0.036,242.62485,0.4753930634423814,0.0,-11.555,105.498,0,0.386,0.0,0,Petraphonics,Petra,Hollow Eyes (Beat The System Album Version)
4859,7,0.472,183.11791,0.4623678399869238,0.0,-5.184,95.924,1,0.502,0.0,2008,Alex Loves...,Alexander O'Neal,When A Man Loves A Woman
4860,0,1.0,413.23057,0.18614164293301078,0.0,-7.56,126.089,1,0.875,0.0,0,Preset 001 / Reset 001,Bionikworld,Party Favours
4861,7,0.71,144.97914,0.15726743041262983,0.0,-8.819,214.324,1,0.321,0.0,0,Les Fiances D'Auvergne,Jean Segurel,Sous les chataigniers
4862,1,0.282,421.19791,0.4387791606450403,0.0,-10.611,161.772,0,0.464,0.0,1997,Modus Operandi,Photek,124
4863,8,0.548,247.84934,0.3588450251644818,0.0,-5.061,84.001,1,0.481,0.0,0,Big Moving Parts,Ashes to Ashes,Gemini
4864,11,0.115,205.24363,0.547243659611714,0.0,-11.536,111.963,1,0.496,0.0,0,Friend EP,Band Of Horses,Plans (Cover Version - Original by Grizzly Bear)
4865,7,0.495,298.9971,0.0,0.0,-8.188,126.884,1,0.445,0.0,0,Praise Keeper,Bill Murk,Find us Faithful
4866,5,0.916,136.04526,0.31703675194280706,0.0,-9.146,141.469,1,0.594,0.0,1995,Twirl Records Story Volume 10,Don & Juan,Are You Putting Me On The Shelf
4867,8,0.317,352.44363,0.503362447997378,0.0,-8.013,106.136,1,0.476,0.0,1983,Silver Box,Simple Minds,Hunter And The Hunted (Live)
4868,10,0.688,134.1122,0.32363492332544525,0.0,-16.327,191.863,1,0.529,0.0,0,The Latin Sounds of Edmundo Ros,Edmundo Ros,Happy Beat
4869,0,0.511,226.37669,0.4429681887349921,0.0,-2.957,144.052,1,0.534,0.0,2010,Sulla Mia Pelle Special Edition,Noemi,Per Colpa Tua
4870,3,0.654,179.3824,0.34821500783441534,0.0,-6.904,103.063,0,0.653,0.0,0,20 Suosikkia  / Se jokin sinulla on,Frederik,Hur hur murmioon
4871,0,0.453,228.96281,0.4260093004837602,0.0,-11.627,115.862,1,0.437,0.0,1992,Kingston Hot,Cocoa Tea,100%
4872,2,0.462,315.16689,0.6282283873127827,0.0,-13.097,100.075,1,0.656,0.0,0,New Moon Shine,James Taylor,Down In The Hole
4873,9,0.503,192.62649,0.5458659170701919,0.0,-12.366,90.103,0,0.489,0.0,0,All My Hits - Todos Mis Exitos,Selena,La Llamada
4874,4,0.35,224.73098,0.2677574953811427,0.0,-29.084,117.298,1,0.603,0.0,1998,Serenity,Dave Eggar,Dream Of Ice
4875,6,0.0,106.39628,0.4921322209638422,0.0,-5.726,83.335,1,0.0,0.0,2008,Misfortunes,This Is Hell,REALIZATION: REMORSE
4876,0,0.844,251.42812,0.37453002882015307,0.0,-12.667,172.076,1,0.916,0.0,0,The Ones You Love,Donna The Buffalo,Visitor
4877,11,0.037,274.78159,0.5018259436544124,0.0,-9.061,96.02,1,0.576,0.0,1996,Leave The Story Untold,Soulwax,Soul Simplicity
4878,2,0.0,150.49098,0.3217132036929047,0.0,-16.198,101.276,0,0.134,0.0,2006,I'm No Angel,Mae West,Put It Off Until Tomorrow
4879,5,0.598,233.84771,0.3960943716599135,0.0,-5.646,178.719,0,0.808,0.0,0,Mayday,Mayday,Groundhog Day f/Cee-Lo Green & DJ Craze
4880,2,0.723,324.07465,0.6107314629039089,0.0,-5.746,101.66,1,0.549,0.0,1993,A Little South Of Sanity,Aerosmith,Livin' On The Edge
4881,9,0.689,283.48036,0.5098787078527026,0.0,-6.594,195.633,1,0.525,0.0,0,Before The Amplifiers...Live Acoustic,Sister Hazel,Come Around (Acoustic)
4882,11,0.182,250.56608,0.0,0.0,-6.063,222.02,0,0.487,0.0,0,Las Cosas de Antes,David Andreu,El Sabor lo Pongo Yo
4883,6,0.073,327.78404,0.4639000947923324,0.0,-10.232,121.102,1,0.41,0.0,1996,Attack - The Remixes Part 1,SNAP!,Mary Had A Little Boy (Maestro Mix)
4884,4,0.002,231.47057,0.4328043103024764,0.0,-5.752,151.004,1,0.242,0.0,1978,Cha cha cha,Irwin Goodman,Onni
4885,9,0.398,187.66322,0.6250804809743595,0.0,-5.794,155.411,1,0.453,0.0,2001,The Unraveling,Rise Against,1000 Good Intentions
4886,11,0.0,45.45261,0.3313731698994171,0.0,-10.817,95.985,0,0.0,0.0,2006,The Project,Rishi Rich,Jaan - Interlude
4887,8,0.638,386.66404,0.4199679357708968,0.0,-4.151,186.075,1,0.474,0.0,2000,Deal With The Devil,Lizzy Borden,Zanzibar
4888,5,0.242,201.22077,0.42791424698295477,0.0,-28.25,176.138,0,0.365,0.0,1995,Solos And Duets,Eliane Elias,All The Things You Are
4889,2,0.446,286.74567,0.41401129463239794,0.0,-7.997,134.864,1,0.524,0.0,1998,I Surrender All,Clay Crosse,I Surrender All
4890,1,0.484,220.73424,0.4187362051246881,0.0,-13.333,87.858,1,0.533,0.0,0,Stronger Rastaman,Mikey General,I'm Wondering
4891,3,0.499,232.75057,0.4613458520163567,0.0,-2.42,104.705,0,0.473,0.0,2008,Black Snow,Snowgoons,Starlight
4892,2,0.251,128.41751,0.6051911529647471,0.0,-7.766,154.873,1,0.532,0.0,2005,Demon Days,Gorillaz,White Light
4893,6,0.563,219.29751,0.405354091520451,0.0,-9.909,102.374,0,0.295,0.0,2009,Hefvermogen,Hef feat. Big2 & Dio,Gedroomd
4894,0,0.723,212.84526,0.36987010703120304,0.0,-10.187,139.967,1,0.587,0.0,2008,Looking Into It,All Girl Summer Fun Band,Everything I Need
4895,5,0.442,199.73179,0.23274867834736324,0.0,-13.148,118.137,1,0.508,0.0,0,I Giovani Assi Della Fisarmonica,Sergio Franchi,Cuore Appassionato
4896,9,0.235,124.39465,0.372462979783255,0.0,-4.861,97.546,0,0.243,0.0,1999,Novedades,2 Minutos,Cancion De Amor
4897,0,0.789,204.01587,0.3782082705716543,0.0,-9.819,106.963,1,0.81,0.0,0,Feel Free,Carolyn Arends,Last Thursday (Call Me Crazy)
4898,9,0.827,191.29424,0.5871941015185999,0.0,-4.689,104.208,1,0.626,0.0,2003,Room On Fire,The Strokes,Between Love & Hate
4899,6,0.608,204.5122,0.45385026533052464,0.0,-6.866,180.823,1,0.535,0.0,1997,Back In Business,EPMD / Nocturnal,Dungeon Master
4900,0,0.181,404.45342,0.4079247008265301,0.0,-30.676,138.39,0,0.186,0.0,0,Chantal's Way,Steve Smith,Blue Cave
4901,7,0.674,186.8273,0.38628965124618425,0.0,-6.975,164.93,1,0.51,0.0,1979,Ghetto-ology + Dub,Sugar Minott,Walking Through the Ghetto
4902,5,0.8,152.76363,0.45454192915129765,0.0,-9.774,126.968,1,0.718,0.0,1969,Intégrale Les Cactus,Jacques Dutronc,Laquelle Des Deux Est La Plus Snob
4903,7,0.018,274.99057,0.386630836509906,0.0,-13.592,93.008,1,0.295,0.0,0,Modelo Para Armar,Juan Carlos Baglietto,Estas Listo
4904,1,0.526,254.69342,0.30318955663217473,0.0,-8.851,178.021,0,0.687,0.0,0,Dipla Se Sena,Natassa Theodoridou,Endeka Para
4905,6,0.0,164.362,0.44960808830900445,0.0,-9.796,158.84,1,0.0,0.0,1996,Fire and Ice II - The 'Lost' Tapes,The Sonics,Near My Soul
4906,0,0.707,302.75873,0.36436756661973524,0.0,-8.517,107.778,1,0.558,0.0,1997,Super Hits,Lisa Lisa & Cult Jam,Something 'Bout Love
4907,0,0.411,167.33995,0.3185360299358178,0.0,-19.817,115.124,1,0.483,0.0,0,Two Brothers,Nick Ingman,Sangha the Outcast
4908,1,0.407,213.18485,0.6312895075854603,0.0,-6.451,110.993,1,0.4,0.0,2004,My Prerogative,Britney Spears,My Prerogative
4909,11,0.095,187.32363,0.4035096733630853,0.0,-23.012,126.241,0,0.272,0.0,0,"The Best Of Tony Joe White Featuring ""Polk Salad Annie",Tony Joe White,Ol' Mother Earth (Album Version)
4910,4,0.28,240.92689,0.2793958758016093,0.0,-10.706,165.023,0,0.333,0.0,0,Da Grand Architek,DJ Phiene,Bass Fanactiks
4911,9,0.795,272.16934,0.4671106485845494,0.0,-5.457,110.768,1,0.656,0.0,0,Essential Montreux,Gary Moore,All Your Love [Live 1999]
4912,7,0.012,534.62159,0.3057340310842137,0.0,-4.757,130.018,1,0.353,0.0,0,Stereo + Video,D:Fuse vs The Scumfrog,Stereo + Video
4913,1,0.916,221.93587,0.38401812854257616,0.0,-6.236,182.949,1,0.741,0.0,0,Black Betty - The Anthology,Pat Travers,Bazooka
4914,8,0.236,210.07628,0.35353262776472605,0.0,-5.061,141.63,1,0.443,0.0,2004,Halfway to Gone,Halfway to Gone,Black Night
4915,11,0.617,222.04036,0.3719345159710655,0.0,-3.441,90.777,0,0.556,0.0,0,Unter Wert,Kuba,Geh
4916,0,0.666,290.11546,0.44673296759009207,0.0,-12.798,167.772,1,0.67,0.0,1989,Steady On,Shawn Colvin,Cry Like An Angel
4917,0,0.428,169.84771,0.34128872330078414,0.0,-19.869,91.802,1,0.578,0.0,0,Cheapo-Cheapo Productions Presents Real Live John Sebastian,John Sebastian,Waiting For A Train [Live]
4918,0,0.449,291.3171,0.2747418961947559,0.0,-12.16,114.888,1,0.527,0.0,0,Soukous Trouble,Loketo,Menssa
4919,2,0.748,100.75383,0.3669058527885173,0.0,-29.999,91.434,0,0.682,0.0,2009,Whiteout : Music from The Original Motion Picture,John Frizzell,Carrie's Theme
4920,2,0.647,204.93016,0.42865098878987407,0.0,-6.971,92.957,1,0.04,0.0,1997,Oi! The Album,Cockney Rejects,Oi! Oi! Oi!
4921,2,0.307,119.27465,0.3228824899542305,0.0,-13.305,178.936,1,0.274,0.0,1990,Esa Pakarinen,Esa Pakarinen,Miina ja Mikko markkinoilla
4922,4,0.588,216.81587,0.32078993501601744,0.0,-12.241,92.932,1,0.472,0.0,0,A Pretty Gal's Love,New Roanoke Jug Band,I've Been Cryin' Since You've Been Gone
4923,7,0.704,223.99955,0.779968004597178,0.0,-3.709,156.005,1,0.611,0.0,2003,Charlie's Angels: Full Throttle (Music From The Motion Picture),Nickelback featuring Kid Rock,Saturday Night's Alright (For Fighting)
4924,2,0.954,361.24689,0.42954508463316393,0.0,-8.294,167.504,0,0.748,0.0,1994,Another Fine Mess,SKYCLAD,The One Piece Puzzle
4925,6,0.278,272.03873,0.3131800803305254,0.0,-6.564,112.398,1,0.392,0.0,2002,The Red Record,Loudermilk,Mai
4926,0,0.757,175.20281,0.3846110839616365,0.0,-12.551,119.053,1,0.726,0.0,1976,Blanket On The Ground,Billie Jo Spears,What I've Got In Mind
4927,5,0.0,267.91138,0.3499810535111997,0.0,-8.945,93.368,0,0.262,0.0,0,Louisiana Hot Sauce,Jazz Crusaders,Soul Etouffe
4928,7,0.171,439.64036,0.2585051608891583,0.0,-7.531,96.002,1,0.511,0.0,0,Backroom Beats 2,Esion Jim,Never-ending
4929,9,0.064,313.3122,0.0,0.0,-6.742,85.312,1,0.383,0.0,0,Down the Road Apiece - Live,Joe Grushecky,How Long
4930,5,0.281,124.83873,0.313866099580293,0.0,-16.069,68.311,1,0.554,0.0,0,Babies Go To Sleep,Mariano Yanani,Cancion De Cuna_ Op. 49_ No. 4 (Brahms)
4931,0,0.431,212.13995,0.4379647331417924,0.0,-4.727,86.092,0,0.783,0.0,0,Concert,Les Ogres De Barback,Dubrovnic
4932,2,0.041,313.7824,0.4533990832902461,0.0,-10.534,86.595,1,0.603,0.0,0,The Essential UFO,UFO,Out In The Street
4933,9,0.895,155.11465,0.370138414325543,0.0,-10.313,96.737,1,0.737,0.0,1987,Haunted House:The Complete Gene Simmons on Hi Records,Gene Simmons,Haunted House
4934,8,0.377,164.44036,0.305093197499329,0.0,-17.124,86.633,0,0.485,0.0,0,For All Our Sins,Crematorium,A Disconsolate Winter Landscape
4935,5,0.485,170.26567,0.5217266477912379,0.0,-14.553,83.741,1,0.472,0.0,0,Los 3 Paraguayos,Los Fabulosos,Galopera
4936,7,1.0,217.88689,0.29843473011610216,0.0,-26.772,82.759,1,0.87,0.0,2008,Is Having A Wonderful Time,Geoff Muldaur,Tennessee Blues (Album Version)
4937,10,0.732,232.82893,0.37032986451969696,0.0,-6.051,102.889,1,0.609,0.0,0,Opposite Of H20,Drag-On / DMX,Niggas Die 4 Me
4938,9,0.014,282.33098,0.0,0.0,-16.547,173.661,1,0.338,0.0,0,Diamond In The Bluff,Memphis Sheiks,Diamond In The Bluff
4939,7,0.095,184.68526,0.3796512190020614,0.0,-20.691,87.806,1,0.535,0.0,1960,Sweet Dreams,Don Gibson,Release Me
4940,6,0.539,292.91057,0.4052346907874076,0.0,-9.11,89.949,0,0.639,0.0,2010,Wake Up Call,John Mayall & The Bluesbreakers,Nature's Disappearing
4941,3,0.494,204.90404,0.4612306766913424,0.0,-4.696,135.264,0,0.44,0.0,2008,Can't Fight Robots,Take It Back!,These Days
4942,1,0.552,155.14077,0.2914495475651767,0.0,-10.631,213.995,1,0.503,0.0,0,Passion,Tony Murena,Mambo Italiano
4943,9,0.099,556.06812,0.5291669829264597,0.0,-6.817,122.984,0,0.46,0.0,2009,When I Grow Up,Fever Ray,When I Grow Up
4944,7,0.871,210.93832,0.33407266881677433,0.0,-14.064,160.313,1,0.665,0.0,1998,The Colours Of Christmas,Philip Bailey,Silent Night
4945,3,0.9,169.66485,0.2700252448023299,0.0,-5.782,94.318,1,0.871,0.0,2003,Backseat Travelling,Neviss,Spain
4946,5,0.657,188.89098,0.8521862384017338,0.0,-6.969,131.953,1,0.453,0.0,0,Graffiti,Chris Brown,I.Y.A.
4947,7,0.228,225.82812,0.44738602927213034,0.0,-3.951,130.053,1,0.554,0.0,2008,Sneaky Sound System,Sneaky Sound System,Lost In The Future
4948,0,0.0,149.65506,0.3845495279364634,0.0,-3.375,84.758,0,0.0,0.0,2000,Girls of the 60's,Little Eva,The Loco Motion
4949,0,0.023,226.95138,0.3225901576387948,0.0,-7.66,92.017,0,0.387,0.0,0,Sings R&B & Pop Hits,Thrilla U,I Love You Baby
4950,5,0.055,329.53424,1.02125558748807,0.0,-5.019,111.201,0,0.419,0.0,1995,Homework,Daft Punk,Da Funk
4951,3,0.314,288.65261,0.36087146537460557,0.0,-6.225,159.991,0,0.387,0.0,0,Star Kitty's Revenge,Joi,What If I Kissed You Right Now?
4952,1,0.749,229.69424,0.5762946511398908,0.0,-6.525,157.103,0,0.611,0.0,0,Unknown Pleasures [Collector's Edition],Joy Division,Transmission - [The Factory_ Manchester Live 11 April 1980]
4953,9,0.623,137.79546,0.5599258685693549,0.0,-12.436,123.293,1,0.475,0.0,1988,Janis,Janis Joplin,Raise Your Hand
4954,0,0.454,313.05098,0.35312499004640036,0.0,-11.878,111.856,1,0.463,0.0,0,Voices,Claire Hamill,Icicle Rain
4955,0,0.629,149.34159,0.4075390194461255,0.0,-10.68,101.809,1,0.646,0.0,1994,The Lion Sleeps Tonight,The Tokens,Ill Always Love You
4956,2,0.943,312.5024,0.30150246185842855,0.0,-11.393,103.327,1,0.743,0.0,0,Back To The Front,Bob Neuwirth,Great Escape (Good Intentions)
4957,10,0.583,286.06649,0.37479121926418446,0.0,-12.519,84.983,0,0.628,0.0,2005,Cormorant,Shriekback,The Strongest Wind That Blows
4958,0,0.478,102.13832,0.37565282400247096,0.0,-13.742,94.547,0,0.503,0.0,0,Horse Feathers / Animal Crackers,The Marx Brothers,Main Title/Animal Crackers
4959,0,0.436,267.59791,0.0,0.0,-11.054,144.902,1,0.46,0.0,0,To Lilliput & Back Vol. 1-,Marcelo Radulovich,Non-Stop Floater
4960,7,1.0,109.50485,0.0,0.0,-11.134,106.435,1,0.829,0.0,0,Kiklos Seferi,Nikos Xilouris,Ki An O Ageras Fisa
4961,4,0.702,270.62812,0.2891912345935268,0.0,-12.325,96.596,0,0.622,0.0,2009,Kavalierstart,Kapelle Herrenweide,Nie mehr heim
4962,4,0.253,261.35465,0.5029746364184818,0.0,-6.653,168.242,1,0.267,0.0,1997,Rage and Fury,Steel Pulse,House of Love
4963,7,0.485,148.61016,0.4174996449709784,0.0,-12.345,110.771,1,0.667,0.0,1967,The Letter/Neon Rainbow,The Box Tops,People Make The World
4964,11,0.099,189.57016,0.4374645536949841,0.0,-12.485,177.281,0,0.225,0.0,0,Minha Voz_ Minha Vida,Gal Costa,Noites Cariocas (Minhas Noites Sem Sono)
4965,5,0.564,159.76444,0.38811277380636255,0.0,-16.445,89.924,1,0.731,0.0,0,Porgy & Bess,Percy Faith,I Loves You Porgy
4966,1,0.0,172.90404,0.562506672288816,0.0,-4.064,93.029,1,0.0,0.0,2010,Daddy Yankee Mundial,Daddy Yankee,Descontrol
4967,4,0.535,361.9522,0.0,0.0,-5.417,173.776,1,0.508,0.0,0,Shakin' All Over Again,The Shirrows,Jenny Jenny
4968,1,0.151,231.60118,0.5396443124242588,0.0,-10.067,106.961,0,0.382,0.0,2001,Genesis,Busta Rhymes,Genesis
4969,9,1.0,158.30159,0.3141044784963283,0.0,-14.947,101.863,1,0.89,0.0,0,Gary Davis Style: The Legacy of Reverand Gary Davis,John Cephas & Phil Wiggins,Twelve Gates To The City
4970,7,0.712,183.562,0.3586816927689548,0.0,-10.295,104.055,1,0.656,0.0,0,Tejano All Stars: Masterpieces Vol 1,Mazz,Con La Tinta De Mi Sangre
4971,8,0.0,226.37669,0.3853053783339382,0.0,-15.448,69.347,0,0.163,0.0,1999,Good Morning Little School Girl,Mississippi Fred McDowell,You Gotta Move
4972,9,0.041,128.15628,0.4427658420289504,0.0,-16.117,193.637,1,0.308,0.0,1994,I'm Alright,Loudon Wainwright III,How Old Are You
4973,5,0.412,159.29424,0.5338427270488555,0.0,-3.276,110.096,1,0.402,0.0,2009,Kerrang! The Album '09,Cancer Bats,Engine Skull
4974,2,0.452,343.37914,0.3621160062202606,0.0,-9.193,124.343,1,0.696,0.0,1998,Rivers Of Joy,Russ Taff,We Will Stand
4975,1,0.691,57.44281,0.5313993292438672,0.0,-21.488,92.502,1,0.659,0.0,0,Flashback,Electric Light Orchestra,Indian Queen
4976,7,0.707,175.22893,0.35502201139295786,0.0,-2.17,149.654,1,0.553,0.0,2003,To My Surprise,To My Surprise,Easy or Not (Album Version)
4977,11,0.745,198.63465,0.36221895681539285,0.0,-8.61,163.92,1,0.664,0.0,0,It's Just The Night,The Del McCoury Band,Hillcrest Drive
4978,6,0.547,225.07057,0.27639457641031323,0.0,-14.941,88.489,0,0.458,0.0,0,Cassava Piece Riddim,Sly Dunbar,Casava Piece Riddim
4979,4,0.193,176.01261,0.42865098878987407,0.0,-10.581,138.836,0,0.33,0.0,1997,Live And Loud,Cockney Rejects,Easy Life (Live)
4980,9,0.154,421.35465,0.3410613992194141,0.0,-15.314,115.521,1,0.454,0.0,1981,Paraiso,Orquesta Broadway,Principe Nino - Original
4981,5,0.796,142.78485,0.3609162300146392,0.0,-10.666,135.021,1,0.67,0.0,0,The Golden Jubilee Album,Sophie Tucker,Life Upon The Wicked Stage
4982,2,0.0,304.1171,0.0,0.0,-14.12,125.226,1,0.203,0.0,0,Estrella de Ros,Perrocker,Salsa pa tí
4983,4,0.881,113.05751,0.0,0.0,-17.609,72.582,1,0.589,0.0,0,The Tarrega Legacy (Music of the Father of the Classical Guitar),Terry Muska,Lagrima
4984,10,0.555,118.38649,0.4770197895144525,0.0,-9.035,119.983,1,0.522,0.0,0,Sanddollars EP,Why?,Sick 2 Think
4985,5,0.576,114.62485,0.23451976036910782,0.0,-7.356,96.622,1,0.531,0.0,0,World's Most Beloved Hymns - Vol 2,Florida Boys,Mansion in the Sky
4986,11,0.035,202.60526,0.3146443268257202,0.0,-4.897,125.077,1,0.0,0.0,0,Going Out Tonight (feat. Jaime) - Single,HardNox,Going Out Tonight
4987,0,0.0,16.92689,0.49705095869202826,0.0,-19.585,67.03,1,0.0,0.0,0,1970: The Complete Fun House Sessions,The Stooges,Studio Dialogue (#26)
4988,7,0.66,215.30077,0.40924463861600635,0.0,-10.232,188.626,1,0.515,0.0,2002,Luna Rossa,Quadro Nuevo,Allez_ Glissez!
4989,9,0.0,236.72118,1.0825025567261237,0.0,-5.263,106.825,1,0.072,0.0,2010,Touch The Sky,Kanye West / Lupe Fiasco,Touch The Sky
4990,8,0.999,267.59791,0.44845283663706254,0.0,-6.536,141.36,1,0.695,0.0,0,Rebirth,Headhunter,Don't Bogart
4991,1,0.781,84.11383,0.36035044785399334,0.0,-21.669,100.399,1,0.627,0.0,0,Never Alone,Sister Rosetta Tharpe,Oh The Joy That Came To Me
4992,8,0.495,356.93669,0.2930892321264011,0.0,-9.102,106.492,0,0.401,0.0,0,Night work,Billy Price_ Fred Chapellier,Love and happiness
4993,4,0.201,151.87546,0.3272589773628203,0.0,-6.494,101.926,1,0.145,0.0,0,Live At The Rat,DMZ,Don't Start Me Cryin' Now
4994,0,0.622,231.10485,0.4662243003452983,0.0,-14.383,176.122,0,0.676,0.0,0,Philip Glass: Saxophone,Philip Glass,Concerto For Saxophone (Quartet Version): Movement IV
4995,2,0.312,122.17424,0.5043077259823238,0.0,-5.218,185.453,1,0.43,0.0,2007,Warriors,Agnostic Front,Come Alive
4996,3,0.121,320.70485,0.6333399087018368,0.0,-14.089,94.161,1,0.346,0.0,1997,Time Out Of Mind,Bob Dylan,Trying To Get To Heaven
4997,0,0.406,155.37587,0.3282376641531046,0.0,-19.61,151.195,1,0.482,0.0,2001,Velvet And Lovely Lady,Frank Chacksfield & His Orchestra,Misty Valley
4998,5,0.755,217.20771,0.31006542453762087,0.0,-11.016,90.954,1,0.665,0.0,0,Ich will's gefährlich,Frl.Menke,Sehnsuchtsexpress
4999,0,0.764,337.162,0.3140117898326241,0.0,-4.152,105.994,1,0.572,0.0,0,All the Way,The Rance Allen Group,Do Your Will (Album Version)
5000,10,0.505,239.80363,0.32207054698217524,0.0,-5.942,88.015,0,0.451,0.0,0,Albi Mal,Ramy Ayach,Heyya Heyya
